Index,dG_prime_kJ_mol,sigma_kJ_mol,estimable,status
103837_0,-379.1845607676935,100000.00011948445,False,ok
103843_0,-379.0677155758596,100000.00011948445,False,ok
10384_1,-6.642012036989513,1.6975067197675449,True,ok
103857_0,-379.07205631041137,100000.00011948445,False,ok
103863_0,-379.06771557585984,100000.00011948445,False,ok
103871_0,-450.18793456860084,100000.00012334171,False,ok
103879_0,-379.06771557586,100000.00011948445,False,ok
103885_0,-379.0679488525468,100000.00011948445,False,ok
103892_0,-379.0677155758602,100000.00011948445,False,ok
10389_0,-6.642012036989627,1.6975067197675449,True,ok
103906_0,-379.14207877248685,100000.00011948445,False,ok
103914_0,-379.0677155758603,100000.00011948445,False,ok
103920_0,-379.1845607676934,100000.00011948445,False,ok
103928_0,-379.1845607676932,100000.00011948445,False,ok
103934_0,-379.1845607676933,100000.00011948445,False,ok
103942_0,-379.06771557585984,100000.00011948445,False,ok
10394_0,-13.368889060559695,1.6477739594969971,True,ok
103956_0,-29.52820599232723,4.850330525025996,True,ok
103962_0,-379.06771557585984,100000.00011948445,False,ok
103970_0,-440.67445754704755,100000.00012631397,False,ok
103978_0,-379.06771557585984,100000.00011948445,False,ok
103984_0,-356.9022399489573,100000.00020282238,False,ok
103990_0,-379.1845607676935,100000.00011948445,False,ok
103998_0,-379.06771557585984,100000.00011948445,False,ok
104005_0,-379.06794885254646,100000.00011948445,False,ok
104011_0,-379.18456076769354,100000.00011948445,False,ok
104019_0,-27.850646712479147,5.0879699338466455,True,ok
104025_0,-379.1845607676933,100000.00011948445,False,ok
104033_0,-379.0677155758597,100000.00011948445,False,ok
10403_1,-13.368889060559809,1.647773959496997,True,ok
104047_0,-379.06771557586,100000.00011948445,False,ok
104053_0,-379.06771557585995,100000.00011948445,False,ok
10405_1,-6.642012036989854,1.6975067197675449,True,ok
104067_0,-31.144090821574082,4.850330525025996,True,ok
104073_0,-379.0677155758597,100000.00011948445,False,ok
104081_0,-450.1879345686007,100000.00012334171,False,ok
104089_0,-379.0677155758599,100000.00011948445,False,ok
104095_0,-379.06794885254646,100000.00011948445,False,ok
104101_0,-379.18456076769354,100000.00011948445,False,ok
104109_0,-379.1845607676939,100000.00011948445,False,ok
104117_0,-379.06771557585984,100000.00011948445,False,ok
104123_0,-379.06771557585984,100000.00011948445,False,ok
10412_1,-8.726343981842092,1.788758386492963,True,ok
104137_0,-379.18456076769337,100000.00011948445,False,ok
104144_0,-379.1845607676933,100000.00011948445,False,ok
104152_0,-379.06771557585984,100000.00011948445,False,ok
10415_0,-8.726343981842092,1.788758386492963,True,ok
104166_0,-29.528205992327344,4.850330525025996,True,ok
104172_0,-379.0677155758597,100000.00011948445,False,ok
10417_0,-6.642012036989968,1.6975067197675449,True,ok
104186_0,-379.06771557585984,100000.00011948445,False,ok
104194_0,-356.9022399489573,100000.00020282238,False,ok
1041_0,-31.344097560033333,3.7566251080241186,True,ok
104207_0,-379.0677155758597,100000.00011948445,False,ok
104215_0,-379.06794885254646,100000.00011948445,False,ok
104221_0,-379.18456076769354,100000.00011948445,False,ok
10422_0,-6.642012036989854,1.6975067197675449,True,ok
104236_0,-379.18456076769354,100000.00011948445,False,ok
104244_0,-379.0677155758601,100000.00011948445,False,ok
104250_0,-379.0677155758601,100000.00011948445,False,ok
104258_0,-29.52820599232723,4.850330525025996,True,ok
104264_0,-379.06771557585984,100000.00011948445,False,ok
104272_0,-440.67445754704755,100000.00012631397,False,ok
10427_0,-13.368889060559695,1.647773959496997,True,ok
104286_0,-356.9022399489574,100000.00020282238,False,ok
104292_0,-379.1845607676936,100000.00011948445,False,ok
10429_0,-6.642012036989627,1.6975067197675449,True,ok
104306_0,-379.06771557585984,100000.00011948445,False,ok
104312_0,-379.1845607676934,100000.00011948445,False,ok
104320_0,-379.1845607676933,100000.00011948445,False,ok
104328_0,-379.14207877248685,100000.00011948445,False,ok
104334_0,-379.06771557585995,100000.00011948445,False,ok
104340_0,-379.0677155758597,100000.00011948445,False,ok
104348_0,-29.52820599232723,4.850330525025996,True,ok
