Index	Reagents	Products	Rule
1296_0	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C)(C(C=O)O)O)N)=O']	Knoevenagel C
1296_1	['C(C(CO)N)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C)(C(C=O)O)O)N)=O']	Knoevenagel H
1298_0	['C(C(CO)N)=O', 'C(C)=O']	['C(C(CO)(C(C)O)N)=O']	Knoevenagel C
1298_1	['C(C(CO)N)=O', 'C(C)=O']	['C(C(CO)(C(C)O)N)=O']	Knoevenagel H
1300_0	['C(C(CO)N)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CO)N)O)O)=O']	Knoevenagel C
1300_1	['C(C(CO)N)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CO)N)O)O)=O']	Knoevenagel H
1302_0	['C(C(CO)N)=O', 'C(C(CN)O)=O']	['C(C(CO)(C(C(CN)O)O)N)=O']	Knoevenagel C
1302_1	['C(C(CO)N)=O', 'C(C(CN)O)=O']	['C(C(CO)(C(C(CN)O)O)N)=O']	Knoevenagel H
1304_0	['C(C(C(C(CO)O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(CO)O)O)O)=O']	Knoevenagel C
1304_1	['C(C(C(C(CO)O)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(C(CO)O)O)O)=O']	Knoevenagel H
1306_0	['C(C(C(CN)O)O)=O', 'C(C=O)=O']	['C(C(C(CN)O)(C(C=O)O)O)=O']	Knoevenagel C
1306_1	['C(C(C(CN)O)O)=O', 'C(C=O)=O']	['C(C(C(CN)O)(C(C=O)O)O)=O']	Knoevenagel H
1308_0	['C(C(C(CN)O)O)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CN)O)O)=O']	Knoevenagel C
1308_1	['C(C(C(CN)O)O)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CN)O)O)=O']	Knoevenagel H
1310_0	['C(C(C(CN)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C=O)(C)O)O)=O']	Knoevenagel C
1310_1	['C(C(C(CN)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C=O)(C)O)O)=O']	Knoevenagel H
1312_0	['C(C(C(CN)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C(C)=O)O)O)=O']	Knoevenagel C
1312_1	['C(C(C(CN)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CN)O)(C(C(C)=O)O)O)=O']	Knoevenagel H
1314_0	['C(C(C(CN)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(CN)O)O)=O']	Knoevenagel C
1314_1	['C(C(C(CN)O)O)=O', 'C(C)=O']	['C(C(C(C)O)(C(CN)O)O)=O']	Knoevenagel H
1316_0	['C(C(C(CO)O)N)=O', 'C(C=O)=O']	['C(C(C(CO)O)(C(C=O)O)N)=O']	Knoevenagel C
1316_1	['C(C(C(CO)O)N)=O', 'C(C=O)=O']	['C(C(C(CO)O)(C(C=O)O)N)=O']	Knoevenagel H
1318_0	['C(C(C(CO)O)N)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CO)O)N)=O']	Knoevenagel C
1318_1	['C(C(C(CO)O)N)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CO)O)N)=O']	Knoevenagel H
1320_0	['C(C(C(CO)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C=O)(C)O)N)=O']	Knoevenagel C
1320_1	['C(C(C(CO)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C=O)(C)O)N)=O']	Knoevenagel H
1322_0	['C(C(C(CO)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)N)=O']	Knoevenagel C
1322_1	['C(C(C(CO)O)N)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)N)=O']	Knoevenagel H
1324_0	['C(C(C(CO)O)N)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)N)=O']	Knoevenagel C
1324_1	['C(C(C(CO)O)N)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)N)=O']	Knoevenagel H
1326_0	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C
1326_1	['C(C=O)=O', 'C(CO)(C(CO)O)=O']	['C(CO)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H
1328_0	['C(C=O)=O', 'C(CN)(C(CO)O)=O']	['C(CN)(C(CO)(C(C=O)O)O)=O']	Knoevenagel C
1328_1	['C(C=O)=O', 'C(CN)(C(CO)O)=O']	['C(CN)(C(CO)(C(C=O)O)O)=O']	Knoevenagel H
1330_0	['C(C=O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C=O)O)O)(O)=O']	Knoevenagel C
1330_1	['C(C=O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C=O)O)O)(O)=O']	Knoevenagel H
1332_0	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel C
1332_1	['C(C=O)=O', 'C(C(C(CO)O)O)(O)=O']	['C(C(C(CO)O)(C(C=O)O)O)(O)=O']	Knoevenagel H
1334_0	['C(C=O)=O', 'C(C(C(CN)O)O)(O)=O']	['C(C(C(CN)O)(C(C=O)O)O)(O)=O']	Knoevenagel C
1334_1	['C(C=O)=O', 'C(C(C(CN)O)O)(O)=O']	['C(C(C(CN)O)(C(C=O)O)O)(O)=O']	Knoevenagel H
1336_0	['C(C=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C=O)O)O)=O']	Knoevenagel C
1336_1	['C(C=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C=O)O)O)=O']	Knoevenagel H
1338_0	['C(C=O)=O', 'C(C(CNCC=O)O)=O']	['C(CNCC(C=O)(C(C=O)O)O)=O']	Knoevenagel C
1338_1	['C(C=O)=O', 'C(C(CNCC=O)O)=O']	['C(CNCC(C=O)(C(C=O)O)O)=O']	Knoevenagel H
1340_0	['C(C=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C=O)O)O)=O']	Knoevenagel C
1340_1	['C(C=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C=O)O)O)=O']	Knoevenagel H
1342_0	['C(C=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CO)N)(C(C=O)O)O)=O']	Knoevenagel C
1342_1	['C(C=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CO)N)(C(C=O)O)O)=O']	Knoevenagel H
1344_0	['C(CO)(CO)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(CO)(CO)O)O)(O)=O']	Knoevenagel C
1344_1	['C(CO)(CO)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(CO)(CO)O)O)(O)=O']	Knoevenagel H
1346_0	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CO)O)O)=O']	Knoevenagel C
1346_1	['C(CO)(CO)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CO)O)O)=O']	Knoevenagel H
1348_0	['C(CO)(CO)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CO)(CO)O)O)=O']	Knoevenagel C
1348_1	['C(CO)(CO)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CO)(CO)O)O)=O']	Knoevenagel H
1350_0	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel C
1350_1	['C(CO)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel H
1352_0	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel C
1352_1	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CO)=O)(CO)O)O)=O']	Knoevenagel H
1354_0	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C
1354_1	['C(CO)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(CO)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H
1356_0	['C(CO)(C(CO)O)=O', 'C(C)=O']	['C(CO)(C(CO)(C(C)O)O)=O']	Knoevenagel C
1356_1	['C(CO)(C(CO)O)=O', 'C(C)=O']	['C(CO)(C(CO)(C(C)O)O)=O']	Knoevenagel H
1358_0	['C(CO)(CN)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(CO)(CN)O)O)(O)=O']	Knoevenagel C
1358_1	['C(CO)(CN)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(CO)(CN)O)O)(O)=O']	Knoevenagel H
1360_0	['C(CO)(CN)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CN)O)O)=O']	Knoevenagel C
1360_1	['C(CO)(CN)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(CO)(CN)O)O)=O']	Knoevenagel H
1362_0	['C(CO)(CN)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CO)(CN)O)O)=O']	Knoevenagel C
1362_1	['C(CO)(CN)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CO)(CN)O)O)=O']	Knoevenagel H
1364_0	['C(CN)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(CN)=O)(CO)O)O)=O']	Knoevenagel C
1364_1	['C(CN)(C(CO)O)=O', 'C(CC=O)=O']	['C(CC(C(C(CN)=O)(CO)O)O)=O']	Knoevenagel H
1366_0	['C(CN)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CN)=O)(CO)O)O)=O']	Knoevenagel C
1366_1	['C(CN)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(C)(C(C(CN)=O)(CO)O)O)=O']	Knoevenagel H
1368_0	['C(CN)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(CN)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C
1368_1	['C(CN)(C(CO)O)=O', 'C(C(C)=O)=O']	['C(CN)(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H
1370_0	['C(CN)(C(CO)O)=O', 'C(C)=O']	['C(CN)(C(CO)(C(C)O)O)=O']	Knoevenagel C
1370_1	['C(CN)(C(CO)O)=O', 'C(C)=O']	['C(CN)(C(CO)(C(C)O)O)=O']	Knoevenagel H
1372_0	['C(CNCC=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CNCC=O)O)O)=O']	Knoevenagel C
1372_1	['C(CNCC=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CNCC=O)O)O)=O']	Knoevenagel H
1374_0	['C(C(CO)O)(O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)(O)=O']	Knoevenagel C
1374_1	['C(C(CO)O)(O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)(O)=O']	Knoevenagel H
1376_0	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)(O)=O']	Knoevenagel C
1376_1	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)(O)=O']	Knoevenagel H
1378_0	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)(O)=O']	Knoevenagel C
1378_1	['C(C(CO)O)(O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)(O)=O']	Knoevenagel H
1380_0	['C(C(CO)O)(O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)(O)=O']	Knoevenagel C
1380_1	['C(C(CO)O)(O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)(O)=O']	Knoevenagel H
1382_0	['C(C(CO)O)(O)=O', 'C(C(CN)O)=O']	['C(C(CO)(C(C(CN)O)O)O)(O)=O']	Knoevenagel C
1382_1	['C(C(CO)O)(O)=O', 'C(C(CN)O)=O']	['C(C(CO)(C(C(CN)O)O)O)(O)=O']	Knoevenagel H
1384_0	['C(C(C(CO)O)O)(O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)(O)=O']	Knoevenagel C
1384_1	['C(C(C(CO)O)O)(O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)(O)=O']	Knoevenagel H
1386_0	['C(C(C(CN)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(CN)O)O)(O)=O']	Knoevenagel C
1386_1	['C(C(C(CN)O)O)(O)=O', 'C(C)=O']	['C(C(C(C)O)(C(CN)O)O)(O)=O']	Knoevenagel H
1388_0	['C(CC=O)=O', 'C(C(C(C)=O)O)=O']	['C(CC(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel C
1388_1	['C(CC=O)=O', 'C(C(C(C)=O)O)=O']	['C(CC(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel H
1390_0	['C(CC=O)=O', 'C(C(CN)O)=O']	['C(C(C(CC=O)O)(CN)O)=O']	Knoevenagel C
1390_1	['C(CC=O)=O', 'C(C(CN)O)=O']	['C(C(C(CC=O)O)(CN)O)=O']	Knoevenagel H
1392_0	['C(CC=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CC=O)O)(C(CO)N)O)=O']	Knoevenagel C
1392_1	['C(CC=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CC=O)O)(C(CO)N)O)=O']	Knoevenagel H
1394_0	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C)(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel C
1394_1	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C)(C(C=O)(C(C)=O)O)O)=O']	Knoevenagel H
1396_0	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(C)=O)O)O)=O']	Knoevenagel C
1396_1	['C(C(C)=O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(C)=O)O)O)=O']	Knoevenagel H
1398_0	['C(C(C)=O)=O', 'C(C(CN)O)=O']	['C(C(C)(C(C=O)(CN)O)O)=O']	Knoevenagel C
1398_1	['C(C(C)=O)=O', 'C(C(CN)O)=O']	['C(C(C)(C(C=O)(CN)O)O)=O']	Knoevenagel H
1400_0	['C(C(C)=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(C)=O)O)O)=O']	Knoevenagel C
1400_1	['C(C(C)=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(C)=O)O)O)=O']	Knoevenagel H
1402_0	['C(C(C)=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CO)N)(C(C=O)(C)O)O)=O']	Knoevenagel C
1402_1	['C(C(C)=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CO)N)(C(C=O)(C)O)O)=O']	Knoevenagel H
1404_0	['C(C(C)=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CO)N)(C(C(C)=O)O)O)=O']	Knoevenagel C
1404_1	['C(C(C)=O)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(CO)N)(C(C(C)=O)O)O)=O']	Knoevenagel H
1406_0	['C(C(CCO)=O)=O', 'C(C(CN)O)=O']	['C(C(CCO)(C(C=O)(CN)O)O)=O']	Knoevenagel C
1406_1	['C(C(CCO)=O)=O', 'C(C(CN)O)=O']	['C(C(CCO)(C(C=O)(CN)O)O)=O']	Knoevenagel H
1408_0	['C(C(CCO)=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CCO)=O)O)O)=O']	Knoevenagel C
1408_1	['C(C(CCO)=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CCO)=O)O)O)=O']	Knoevenagel H
1410_0	['C(CC(C=O)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CC=O)O)O)O)=O']	Knoevenagel C
1410_1	['C(CC(C=O)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CC=O)O)O)O)=O']	Knoevenagel H
1412_0	['C(CC(C=O)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CC(C=O)O)O)O)=O']	Knoevenagel C
1412_1	['C(CC(C=O)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CC(C=O)O)O)O)=O']	Knoevenagel H
1414_0	['C(CC(CO)=O)=O', 'C(C(CN)O)=O']	['C(C(C(CC(CO)=O)O)(CN)O)=O']	Knoevenagel C
1414_1	['C(CC(CO)=O)=O', 'C(C(CN)O)=O']	['C(C(C(CC(CO)=O)O)(CN)O)=O']	Knoevenagel H
1416_0	['C(CC(CO)=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CO)(CC=O)O)O)=O']	Knoevenagel C
1416_1	['C(CC(CO)=O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(CO)(CC=O)O)O)=O']	Knoevenagel H
1418_0	['C(C(C(C)=O)O)=O', 'C(C)=O']	['C(C(C(C)=O)(C(C)O)O)=O']	Knoevenagel C
1418_1	['C(C(C(C)=O)O)=O', 'C(C)=O']	['C(C(C(C)=O)(C(C)O)O)=O']	Knoevenagel H
1420_0	['C(C(C(C)=O)O)=O', 'C(C(CN)O)=O']	['C(C(C(C(C(C)=O)O)O)(CN)O)=O']	Knoevenagel C
1420_1	['C(C(C(C)=O)O)=O', 'C(C(CN)O)=O']	['C(C(C(C(C(C)=O)O)O)(CN)O)=O']	Knoevenagel H
1422_0	['C(C(C(C)=O)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel C
1422_1	['C(C(C(C)=O)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel H
1424_0	['C(C(C(C)=O)O)=O', 'C(C(CN)O)=O']	['C(C(C(C)=O)(C(C(CN)O)O)O)=O']	Knoevenagel C
1424_1	['C(C(C(C)=O)O)=O', 'C(C(CN)O)=O']	['C(C(C(C)=O)(C(C(CN)O)O)O)=O']	Knoevenagel H
1426_0	['C(C)=O', 'C(C(CNCC=O)O)=O']	['C(C(CNCC=O)(C(C)O)O)=O']	Knoevenagel C
1426_1	['C(C)=O', 'C(C(CNCC=O)O)=O']	['C(C(CNCC=O)(C(C)O)O)=O']	Knoevenagel H
1428_0	['C(C)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C)O)O)=O']	Knoevenagel C
1428_1	['C(C)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C)O)O)=O']	Knoevenagel H
1430_0	['C(C)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(C)O)(C(CO)N)O)=O']	Knoevenagel C
1430_1	['C(C)=O', 'C(C(C(CO)N)O)=O']	['C(C(C(C)O)(C(CO)N)O)=O']	Knoevenagel H
1432_0	['C(C(CN)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CN)O)O)O)=O']	Knoevenagel C
1432_1	['C(C(CN)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CN)O)O)O)=O']	Knoevenagel H
1434_0	['C(C(CO)O)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(C(CO)O)O)N)=O']	Knoevenagel C
1434_1	['C(C(CO)O)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(C(CO)O)O)N)=O']	Knoevenagel H
1436_0	['C(C(CO)O)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(C(CO)N)O)O)=O']	Knoevenagel C
1436_1	['C(C(CO)O)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(C(CO)N)O)O)=O']	Knoevenagel H
1438_0	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel C
1438_1	['C(C(CO)O)=O', 'C(C=O)=O']	['C(C(CO)(C(C=O)O)O)=O']	Knoevenagel H
1440_0	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel C
1440_1	['C(C(CO)O)=O', 'C(CO)(CO)=O']	['C(C(CO)(C(CO)(CO)O)O)=O']	Knoevenagel H
1442_0	['C(C(CO)O)=O', 'C(CO)(CN)=O']	['C(C(CO)(C(CO)(CN)O)O)=O']	Knoevenagel C
1442_1	['C(C(CO)O)=O', 'C(CO)(CN)=O']	['C(C(CO)(C(CO)(CN)O)O)=O']	Knoevenagel H
1443_0	['C(C(CO)O)=O', 'C(CNCC=O)=O']	['C(C(CO)(C(CNCC=O)O)O)=O']	Knoevenagel C
1443_1	['C(C(CO)O)=O', 'C(CNCC=O)=O']	['C(C(CO)(C(CNCC=O)O)O)=O']	Knoevenagel H
1444_0	['C(C(CO)O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C(CO)O)O)O)(O)=O']	Knoevenagel C
1444_1	['C(C(CO)O)=O', 'C(C(CO)O)(O)=O']	['C(C(CO)(C(C(CO)O)O)O)(O)=O']	Knoevenagel H
1446_0	['C(C(CO)O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)=O']	Knoevenagel C
1446_1	['C(C(CO)O)=O', 'C(CC=O)=O']	['C(C(CO)(C(CC=O)O)O)=O']	Knoevenagel H
1448_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel C
1448_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C=O)(C)O)O)=O']	Knoevenagel H
1450_0	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel C
1450_1	['C(C(CO)O)=O', 'C(C(C)=O)=O']	['C(C(CO)(C(C(C)=O)O)O)=O']	Knoevenagel H
1452_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel C
1452_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CCO)(C(C=O)(CO)O)O)=O']	Knoevenagel H
1454_0	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel C
1454_1	['C(C(CO)O)=O', 'C(C(CCO)=O)=O']	['C(C(CO)(C(C(CCO)=O)O)O)=O']	Knoevenagel H
1456_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel C
1456_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(C(CC=O)O)O)O)=O']	Knoevenagel H
1458_0	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel C
1458_1	['C(C(CO)O)=O', 'C(CC(C=O)O)=O']	['C(C(CO)(C(CC(C=O)O)O)O)=O']	Knoevenagel H
1460_0	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel C
1460_1	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CC(CO)=O)O)O)=O']	Knoevenagel H
1462_0	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)O)=O']	Knoevenagel C
1462_1	['C(C(CO)O)=O', 'C(CC(CO)=O)=O']	['C(C(CO)(C(CO)(CC=O)O)O)=O']	Knoevenagel H
1464_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(CO)O)O)O)=O']	Knoevenagel C
1464_1	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(C(C)=O)(C(C(CO)O)O)O)=O']	Knoevenagel H
1466_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel C
1466_1	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C(C(C)=O)O)O)O)=O']	Knoevenagel H
1468_0	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel C
1468_1	['C(C(CO)O)=O', 'C(C(C(C)=O)O)=O']	['C(C(CO)(C(C)(C(C=O)O)O)O)=O']	Knoevenagel H
1470_0	['C(C(CO)O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)=O']	Knoevenagel C
1470_1	['C(C(CO)O)=O', 'C(C)=O']	['C(C(CO)(C(C)O)O)=O']	Knoevenagel H
1472_0	['C(C(CO)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CO)O)O)O)=O']	Knoevenagel C
1472_1	['C(C(CO)O)=O', 'C(C(CN)O)=O']	['C(C(CN)(C(C(CO)O)O)O)=O']	Knoevenagel H
1474_0	['C(C(CO)O)=O', 'C(C(CN)O)=O']	['C(C(CO)(C(C(CN)O)O)O)=O']	Knoevenagel C
1474_1	['C(C(CO)O)=O', 'C(C(CN)O)=O']	['C(C(CO)(C(C(CN)O)O)O)=O']	Knoevenagel H
1476_0	['C(C(C(CO)O)O)=O', 'C(C=O)=O']	['C(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel C
1476_1	['C(C(C(CO)O)O)=O', 'C(C=O)=O']	['C(C(C(CO)O)(C(C=O)O)O)=O']	Knoevenagel H
1478_0	['C(C(C(CO)O)O)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CO)O)O)=O']	Knoevenagel C
1478_1	['C(C(C(CO)O)O)=O', 'C(CC=O)=O']	['C(C(C(CC=O)O)(C(CO)O)O)=O']	Knoevenagel H
1480_0	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C=O)(C)O)O)=O']	Knoevenagel C
1480_1	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C=O)(C)O)O)=O']	Knoevenagel H
1482_0	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)O)=O']	Knoevenagel C
1482_1	['C(C(C(CO)O)O)=O', 'C(C(C)=O)=O']	['C(C(C(CO)O)(C(C(C)=O)O)O)=O']	Knoevenagel H
1484_0	['C(C(C(CO)O)O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)=O']	Knoevenagel C
1484_1	['C(C(C(CO)O)O)=O', 'C(C)=O']	['C(C(C(CO)O)(C(C)O)O)=O']	Knoevenagel H
1486_0	['C(CN)=O', 'C(C(C(CN)O)N)=O']	['C(C(C(CN)O)(C(CN)O)N)=O']	Knoevenagel C
1486_1	['C(CN)=O', 'C(C(C(CN)O)N)=O']	['C(C(C(CN)O)(C(CN)O)N)=O']	Knoevenagel H
1488_0	['C(CN)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(CN)O)N)=O']	Knoevenagel C
1488_1	['C(CN)=O', 'C(C(CO)N)=O']	['C(C(CO)(C(CN)O)N)=O']	Knoevenagel H
1490_0	['C(CN)=O', 'C(C(C(CN)O)O)=O']	['C(C(C(CN)O)(C(CN)O)O)=O']	Knoevenagel C
