Smiles	Generation	Network
C(C(C(CO)(C(CO)O)O)N)O	G4	FormoseAmm
C(C(C(CO)(C)O)O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CO)(C)O)O)(CC)=O	G6	Formose
C(C(C(CO)(C)O)O)=CC	G6	Formose
C(C(C(CO)(C)O)O)=CC=O	G6	Formose
C(C(C(CO)(C)O)O)=CCO	G6	Formose
C(C(C(CO)(CC(C)O)O)N)=O	G4	GlucoseAmm
C(C(C(CO)(CC)O)O)=O	G6	Formose
C(C(C(CO)(CC=C)O)O)=O	G6	Formose
C(C(C(CO)(CCCO)O)=O)=O	G6	Formose
C(C(C(CO)(CCCO)O)O)O	G6	Formose
C(C(C(CO)(CCN)O)O)O	G4	FormoseAmm
C(C(C(CO)(CCO)O)=O)=O	G5	Formose
C(C(C(CO)(CN)N)O)=O	G4	FormoseAmm
C(C(C(CO)(CO)C(C)O)O)=O	G5	Formose
C(C(C(CO)(CO)CCO)O)=O	G6	Formose
C(C(C(CO)(CO)CCO)O)O	G6	Formose
C(C(C(CO)(CO)CO)O)=O	G5	Formose
C(C(C(CO)(CO)N)O)=O	G4	FormoseAmm
C(C(C(CO)(CO)O)CC=O)=O	G4	Formose
C(C(C(CO)(CO)O)NC)=O	G4	FormoseAmm
C(C(C(CO)(CO)O)O)(CC)=O	G6	Formose
C(C(C(CO)(CO)O)O)=CC	G6	Formose
C(C(C(CO)(CO)O)O)=CC=O	G5	Formose
C(C(C(CO)(CO)O)O)=CCO	G6	Formose
C(C(C(CO)=C)(C(C)O)O)=O	G5	Formose
C(C(C(CO)=C)(C(CO)O)O)=O	G5	Formose
C(C(C(CO)=C)(CCO)O)=O	G5	Formose
C(C(C(CO)=C)(CO)CO)=O	G6	Formose
C(C(C(CO)=C)(CO)O)=O	G5	Formose
C(C(C(CO)=C)C(CO)O)=O	G5	Formose
C(C(C(CO)=O)(C(CC)O)O)=O	G6	Formose
C(C(C(CO)=O)(C(CN)O)N)=O	G4	FormoseAmm
C(C(C(CO)=O)(C(CO)C)O)=O	G6	Formose
C(C(C(CO)=O)(CCCO)O)=O	G6	Formose
C(C(C(CO)=O)(CN)O)=O	G4	FormoseAmm
C(C(C(CO)=O)(CO)CCO)=O	G6	Formose
C(C(C(CO)=O)(CO)N)=O	G4	FormoseAmm
C(C(C(CO)=O)C(C=CN)O)=O	G4	FormoseAmm
C(C(C(CO)=O)C(CCN)O)=O	G4	FormoseAmm
C(C(C(CO)=O)C(CO)CO)=O	G5	Formose
C(C(C(CO)=O)O)(C(C=C)O)=O	G5	Formose
C(C(C(CO)C(C(C)O)O)O)=O	G6	Formose
C(C(C(CO)C(C=C)O)O)=O	G6	Formose
C(C(C(CO)C(CCO)O)O)=O	G5	Formose
C(C(C(CO)C(CCO)O)O)O	G5	Formose
C(C(C(CO)C(CN)O)O)=O	G4	FormoseAmm
C(C(C(CO)C(CO)(C)O)O)=O	G5	Formose
C(C(C(CO)C(CO)C)O)=O	G6	Formose
C(C(C(CO)C(CO)CO)O)=O	G6	Formose
C(C(C(CO)C)O)(C(CO)O)=O	G6	Formose
C(C(C(CO)C)O)(CCO)=O	G6	Formose
C(C(C(CO)CC(C)O)O)=O	G6	Formose
C(C(C(CO)CC(CO)=O)O)=O	G5	Formose
C(C(C(CO)CC(CO)O)O)=O	G6	Formose
C(C(C(CO)CCCO)O)=O	G6	Formose
C(C(C(CO)CCCO)O)O	G6	Formose
C(C(C(CO)CCO)O)=O	G6	Formose
C(C(C(CO)CCO)O)O	G6	Formose
C(C(C(CO)CO)(CC=O)O)=O	G4	Formose
C(C(C(CO)CO)N)=O	G4	FormoseAmm
C(C(C(CO)CO)O)(C(C)O)=O	G5	Formose
C(C(C(CO)CO)O)(CC)=O	G6	Formose
C(C(C(CO)CO)O)(CCO)=O	G5	Formose
C(C(C(CO)CO)O)=CC	G6	Formose
C(C(C(CO)CO)O)=CC=O	G5	Formose
C(C(C(CO)CO)O)=CCO	G6	Formose
C(C(C(CO)N)(C(CN)O)N)=O	G4	FormoseAmm
C(C(C(CO)N)=O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CO)N)=O)(CCN)=O	G4	GlucoseAmm
C(C(C(CO)N)=O)(CCO)=O	G3	GlucoseAmm
C(C(C(CO)N)C(C(C)=O)O)=O	G4	FormoseAmm
C(C(C(CO)N)C(C=O)(C)O)=O	G4	FormoseAmm
C(C(C(CO)N)N)(C(CO)N)=O	G4	GlucoseAmm
C(C(C(CO)N)N)(CCN)=O	G4	GlucoseAmm
C(C(C(CO)N)N)(CCO)=O	G4	GlucoseAmm
C(C(C(CO)N)N)O	G4	FormoseAmm
C(C(C(CO)N)NC)=O	G4	FormoseAmm
C(C(C(CO)N)NCCN)=O	G4	FormoseAmm
C(C(C(CO)N)NCCO)=O	G4	FormoseAmm
C(C(C(CO)N)O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CO)N)O)(C(C)O)=O	G4	GlucoseAmm
C(C(C(CO)N)O)(C(CN)O)=O	G3	GlucoseAmm
C(C(C(CO)N)O)(CC(C)=O)=O	G4	GlucoseAmm
C(C(C(CO)N)O)(CCN)=O	G4	GlucoseAmm
C(C(C(CO)NC)N)=O	G4	FormoseAmm
C(C(C(CO)NC)O)=O	G4	FormoseAmm
C(C(C(CO)NCCN)N)=O	G4	FormoseAmm
C(C(C(CO)NCCO)N)=O	G3	FormoseAmm
C(C(C(CO)NCCO)O)=O	G3	FormoseAmm
C(C(C(CO)O)(C(C)N)O)=O	G4	FormoseAmm
C(C(C(CO)O)(C(CC)O)O)=O	G6	Formose
C(C(C(CO)O)(C(CN)N)O)=O	G4	FormoseAmm
C(C(C(CO)O)(C(CN)O)N)O	G4	FormoseAmm
C(C(C(CO)O)(C(CO)C)O)=O	G6	Formose
C(C(C(CO)O)(CC(C)O)O)=O	G5	Formose
C(C(C(CO)O)(CC)O)=O	G6	Formose
C(C(C(CO)O)(CC=C)O)=O	G6	Formose
C(C(C(CO)O)(CCCO)O)=O	G6	Formose
C(C(C(CO)O)=O)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CO)O)=O)(C(CN)N)=O	G4	GlucoseAmm
C(C(C(CO)O)=O)(C(CO)N)=O	G4	GlucoseAmm
C(C(C(CO)O)C(C)CO)=O	G6	Formose
C(C(C(CO)O)C(C=CN)O)=O	G4	FormoseAmm
C(C(C(CO)O)C(CC)O)=O	G6	Formose
C(C(C(CO)O)C(CCN)O)=O	G4	FormoseAmm
C(C(C(CO)O)C(CN)N)=O	G4	FormoseAmm
C(C(C(CO)O)C(CO)CO)=O	G6	Formose
C(C(C(CO)O)C(CO)N)=O	G4	FormoseAmm
C(C(C(CO)O)C(CO)O)O	G5	Formose
C(C(C(CO)O)N)(C(C)N)=O	G4	GlucoseAmm
C(C(C(CO)O)N)(C(CN)N)=O	G3	GlucoseAmm
C(C(C(CO)O)N)(CCN)=O	G4	GlucoseAmm
C(C(C(CO)O)N)NCCN	G4	FormoseAmm
C(C(C(CO)O)N)O	G3	FormoseAmm
C(C(C(CO)O)NC)=O	G4	FormoseAmm
C(C(C(CO)O)NCCO)=O	G3	FormoseAmm
C(C(C(CO)O)NCCO)O	G4	FormoseAmm
C(C(C(CO)O)O)(C(C)N)=O	G3	GlucoseAmm
C(C(C(CO)O)O)(C(CO)C)=O	G6	Formose
C(C(C(CO)O)O)(CC(N)=O)=O	G4	GlucoseAmm
C(C(C(CO)O)O)(CC)=O	G6	Formose
C(C(C(CO)O)O)(CC=C)=O	G6	Formose
C(C(C(CO)O)O)(CCC)=O	G6	Formose
C(C(C(CO)O)O)(N)=O	G4	GlucoseAmm
C(C(C(CO)O)O)=CC	G6	Formose
C(C(C(CO)O)O)=CC(C)=O	G6	Formose
C(C(C(CO)O)O)=CC=O	G4	Formose
C(C(C(CO)O)O)=CCO	G5	Formose
C(C(C(N)=C)(CO)O)=O	G4	FormoseAmm
C(C(C)(C(C(C(C)N)=O)O)O)=O	G4	GlucoseAmm
C(C(C)(C(C(C(N)=C)=O)O)O)=O	G4	GlucoseAmm
C(C(C)(C(C(C=O)(C)O)O)O)=O	G6	Formose
C(C(C)(C(C(C=O)O)O)O)=O	G4	Formose
C(C(C)(C(C(CC)O)O)O)=O	G6	Formose
C(C(C)(C(C(CC=O)N)O)O)=O	G4	FormoseAmm
C(C(C)(C(C(CCO)=O)N)O)=O	G4	GlucoseAmm
C(C(C)(C(C(CCO)O)O)O)=O	G5	Formose
C(C(C)(C(C(CN)N)O)O)=O	G4	FormoseAmm
C(C(C)(C(C(CN)O)O)N)=O	G4	FormoseAmm
C(C(C)(C(C(CO)=C)O)O)=O	G6	Formose
C(C(C)(C(C)(C(C)O)O)O)=O	G6	Formose
C(C(C)(C(C)(C(C=O)O)O)O)=O	G5	Formose
C(C(C)(C(C)(CCO)O)O)=O	G6	Formose
C(C(C)(C(C=CCO)O)O)=O	G5	Formose
C(C(C)(C(C=O)(CN)O)O)=O	G3	FormoseAmm
C(C(C)(C(CCCO)O)O)=O	G6	Formose
C(C(C)(C(CCN)O)N)=O	G4	FormoseAmm
C(C(C)(C(CN)(CN)O)O)=O	G4	FormoseAmm
C(C(C)(C(CO)(CC)O)O)=O	G6	Formose
C(C(C)(C(CO)(CN)N)O)=O	G4	FormoseAmm
C(C(C)(C(CO)(CN)O)O)=O	G4	FormoseAmm
C(C(C)(C(CO)(CO)CO)O)=O	G6	Formose
C(C(C)(C(CO)(CO)N)O)=O	G4	FormoseAmm
C(C(C)(C(CO)C(C)O)O)=O	G5	Formose
C(C(C)(C(CO)C(C=O)O)O)=O	G4	Formose
C(C(C)(C(CO)C(CO)O)O)=O	G5	Formose
C(C(C)(C(CO)CCO)O)=O	G6	Formose
C(C(C)(C(CO)CO)O)=O	G5	Formose
C(C(C)(C(CO)N)O)=O	G4	FormoseAmm
C(C(C)(C(CO)O)O)=CC=O	G6	Formose
C(C(C)(CC(C(CO)O)O)O)=O	G5	Formose
C(C(C)(CC(CCO)O)O)=O	G5	Formose
C(C(C)=O)(C(C(C)(CO)O)N)=O	G4	GlucoseAmm
C(C(C)=O)(C(C(CCN)O)O)=O	G4	FormoseAmm
C(C(C)=O)(C(C(CN)N)N)=O	G4	GlucoseAmm
C(C(C)=O)(C(C(CN)N)O)=O	G4	GlucoseAmm
C(C(C)=O)(C(C(CO)CO)O)=O	G6	Formose
C(C(C)=O)(C(C(CO)N)N)=O	G4	GlucoseAmm
C(C(C)=O)(C(C(CO)N)O)=O	G4	GlucoseAmm
C(C(C)=O)(C(CN)C(CO)O)=O	G4	GlucoseAmm
C(C(C)=O)(CC(C(CO)N)O)=O	G4	GlucoseAmm
C(C(C)C(C(C(C)O)O)O)=O	G6	Formose
C(C(C)C(C(C(CO)O)=O)N)=O	G4	GlucoseAmm
C(C(C)C(C(C(CO)O)O)O)=O	G6	Formose
C(C(C)C(C(C)(CO)O)O)=O	G6	Formose
C(C(C)C(C(C=O)(CO)O)O)=O	G6	Formose
C(C(C)C(C(CCO)O)O)=O	G6	Formose
C(C(C)C(C(CN)=O)(CO)O)=O	G4	GlucoseAmm
C(C(C)C(C(CO)(CO)O)O)=O	G6	Formose
C(C(C)C(C(CO)CO)O)=O	G6	Formose
C(C(C)C(C(CO)O)O)=O	G6	Formose
C(C(C)C(C=O)(C(CO)N)O)=O	G4	GlucoseAmm
C(C(C)C(CC(CO)O)O)=O	G6	Formose
C(C(C)C(CO)(C(C)O)O)=O	G6	Formose
C(C(C)C(CO)(C(CO)O)O)=O	G6	Formose
C(C(C)C(CO)(CCO)O)=O	G6	Formose
C(C(C)C(CO)(CO)O)=O	G6	Formose
C(C(C)C(CO)C(CO)O)=O	G6	Formose
C(C(C)C1(C(C(CO1)O)O)O)=O	G6	Formose
C(C(C)C1(COC(C1O)O)O)=O	G6	Formose
C(C(C)N)(C(C(C)=O)(CO)O)=O	G4	GlucoseAmm
C(C(C)N)(C(C(CN)=O)N)=O	G4	GlucoseAmm
C(C(C)N)(C(C(CO)=O)CO)=O	G4	GlucoseAmm
C(C(C)N)(C(C)(C(CO)O)O)=O	G4	GlucoseAmm
C(C(C)N)(C(CO)(C)O)=O	G4	GlucoseAmm
C(C(C)N)(C(CO)(CCO)O)=O	G4	GlucoseAmm
C(C(C)N)(C(CO)(CN)O)=O	G4	GlucoseAmm
C(C(C)N)(C(CO)(CO)O)=O	G4	GlucoseAmm
C(C(C)N)(CC(C(CO)O)=O)=O	G4	GlucoseAmm
C(C(C)O)(C(C(CN)=O)N)=O	G4	GlucoseAmm
C(C(C)O)(C(C(CN)=O)O)=O	G3	GlucoseAmm
C(C(C)O)(C(C(CN)O)N)=O	G4	GlucoseAmm
C(C(C)O)(C(C(CO)=C)O)=O	G6	Formose
C(C(C)O)(C(C(CO)=O)N)=O	G4	GlucoseAmm
C(C(C)O)(C(C)(C(CO)O)O)=O	G5	Formose
C(C(C)O)(C(CC(C=O)O)N)=O	G4	GlucoseAmm
C(C(C)O)(C(CCO)N)=O	G4	GlucoseAmm
C(C(C)O)(C(CN)NC)=O	G4	FormoseAmm
C(C(C)O)(C(CO)(CCO)O)=O	G5	Formose
C(C(C)O)(C(CO)C(C)O)=O	G6	Formose
C(C(C)O)(C(CO)C(CO)O)=O	G6	Formose
C(C(C)O)(C(CO)CCO)=O	G6	Formose
C(C(C)O)(C(CO)CO)=O	G6	Formose
C(C(C)O)(C(CO)NC)=O	G4	FormoseAmm
C(C(C)O)(C1COC(C1O)O)=O	G6	Formose
C(C(C)O)(CC(C(C)O)O)=O	G6	Formose
C(C(C)O)(CC(C(CO)O)O)=O	G6	Formose
C(C(C)O)(CC(CCO)O)=O	G6	Formose
C(C(C)O)(CC(CO)(CO)O)=O	G6	Formose
C(C(C)O)(CC(CO)CO)=O	G6	Formose
C(C(C)O)(CC(CO)O)=O	G6	Formose
C(C(C1(C(C(CO1)O)O)O)N)=O	G4	GlucoseAmm
C(C(C1(C(C(O)OC1)=C)O)O)=O	G6	Formose
C(C(C1(C(CC(C1)O)O)O)=O)=O	G5	Formose
C(C(C1(C(CCC1O)O)O)=O)=O	G6	Formose
C(C(C1(COC(C1O)=C)O)O)=O	G6	Formose
C(C(C1C(C(C(C=1)O)=O)O)O)=O	G6	Formose
C(C(C1C(C(CN1)=O)O)O)=O	G4	GlucoseAmm
C(C(C1C(C(CN1)O)N)N)=O	G4	FormoseAmm
C(C(C1C(C(CN1)O)N)O)=O	G4	FormoseAmm
C(C(C1C(C(CN1)O)O)N)=O	G4	FormoseAmm
C(C(C1C(O)OCC1CO)O)=O	G6	Formose
C(C(C1C(O)OCC=1CO)O)=O	G5	Formose
C(C(C1COC(C1(C)O)O)O)=O	G5	Formose
C(C(C1COC(C=1CO)O)O)=O	G6	Formose
C(C(C=C)(C(C(C=O)O)O)O)=O	G5	Formose
C(C(C=C)(C(C=O)(CN)O)O)=O	G4	FormoseAmm
C(C(C=C)(C(CO)(CO)O)O)=O	G5	Formose
C(C(C=C)(C(CO)CO)O)=O	G5	Formose
C(C(C=C)(CO)C(CO)O)=O	G6	Formose
C(C(C=C)C(C(CO)O)O)=O	G5	Formose
C(C(C=C)C(CO)(CO)O)=O	G5	Formose
C(C(C=C1C(O)OCC1O)O)=O	G6	Formose
C(C(C=O)(C(C(CO)O)=C)O)=O	G6	Formose
C(C(C=O)(C(C)(CCO)O)O)=O	G6	Formose
C(C(C=O)(C(C)O)C(CN)O)=O	G4	FormoseAmm
C(C(C=O)(C(C=C)(CO)O)O)=O	G5	Formose
C(C(C=O)(C(CCCO)O)O)=O	G6	Formose
C(C(C=O)(C(CO)(C)O)O)=O	G5	Formose
C(C(C=O)(C(CO)(CC)O)O)=O	G6	Formose
C(C(C=O)(C(CO)C(C)O)O)=O	G6	Formose
C(C(C=O)(C(CO)CCO)O)=O	G6	Formose
C(C(C=O)(C(CO)CO)O)=O	G5	Formose
C(C(C=O)(C(CO)O)O)=O	G4	Formose
C(C(C=O)(CC(C)O)O)(O)=O	G6	Formose
C(C(C=O)(CC(CCO)O)O)=O	G6	Formose
C(C(C=O)(CO)C(C)(CN)O)=O	G4	FormoseAmm
C(C(C=O)(CO)C(CCN)O)=O	G4	FormoseAmm
C(C(C=O)(CO)C(CN)O)=O	G4	FormoseAmm
C(C(C=O)(CO)C(CO)CO)=O	G6	Formose
C(C(C=O)(CO)CC(CO)O)=O	G6	Formose
C(C(C=O)C(C(C(C)N)O)O)=O	G4	FormoseAmm
C(C(C=O)C(C(CCN)O)O)=O	G4	FormoseAmm
C(C(C=O)C(C(CN)O)N)=O	G4	FormoseAmm
C(C(C=O)C(C(CN)O)O)=O	G3	FormoseAmm
C(C(C=O)C(C(CO)N)N)=O	G4	FormoseAmm
C(C(C=O)C(C(CO)O)N)=O	G4	FormoseAmm
C(C(C=O)C(C)(C(CN)O)O)=O	G4	FormoseAmm
C(C(C=O)C(CC(CO)N)O)=O	G4	FormoseAmm
C(C(C=O)C(CN)(CCO)O)=O	G4	FormoseAmm
C(C(C=O)C(CO)(CCN)O)=O	G4	FormoseAmm
C(C(C=O)C(CO)(CN)O)=O	G3	FormoseAmm
C(C(C=O)C(CO)(CO)CO)=O	G5	Formose
C(C(C=O)C(CO)C(CO)O)=O	G5	Formose
C(C(C=O)CC(C(CO)O)O)=O	G5	Formose
C(C(C=O)CC(CO)(CO)O)=O	G5	Formose
C(C(CC(C(C(C)=O)O)N)O)=O	G4	GlucoseAmm
C(C(CC(C(C(C)N)O)O)=O)=O	G4	FormoseAmm
C(C(CC(C(C(C)O)=O)O)N)=O	G4	GlucoseAmm
C(C(CC(C(C)=O)(CO)O)O)=O	G5	Formose
C(C(CC(C(CN)=O)N)O)=O	G3	GlucoseAmm
C(C(CC(C(CN)N)N)O)=O	G4	GlucoseAmm
C(C(CC(C(CN)N)O)N)=O	G4	FormoseAmm
C(C(CC(C(CN)O)N)=O)=O	G4	FormoseAmm
C(C(CC(C(CN)O)N)O)=O	G4	GlucoseAmm
C(C(CC(C(CN)O)O)O)O	G4	GlucoseAmm
C(C(CC(C(CO)(C)O)O)O)=O	G6	Formose
C(C(CC(C(CO)=C)O)O)=O	G6	Formose
C(C(CC(C(CO)=O)(C)O)N)=O	G4	GlucoseAmm
C(C(CC(C(CO)CN)O)=O)=O	G4	GlucoseAmm
C(C(CC(C(CO)CO)O)O)=O	G5	Formose
C(C(CC(C(CO)CO)O)O)O	G5	Formose
C(C(CC(C(CO)N)N)=O)=O	G4	FormoseAmm
C(C(CC(C(CO)N)N)N)=O	G4	FormoseAmm
C(C(CC(C(CO)N)O)N)=O	G4	FormoseAmm
C(C(CC(C(CO)N)O)O)=O	G4	FormoseAmm
C(C(CC(C(CO)O)N)O)=O	G4	FormoseAmm
C(C(CC(C(CO)O)O)N)(N)=O	G4	GlucoseAmm
C(C(CC(C(CO)O)O)O)(N)=O	G4	GlucoseAmm
C(C(CC(C)(C(CN)O)O)=O)=O	G4	GlucoseAmm
C(C(CC(C)(C(CO)O)O)O)=O	G5	Formose
C(C(CC(C)O)(CC(O)=O)O)=O	G5	Formose
C(C(CC(C)O)C(CO)O)=O	G6	Formose
C(C(CC(C)O)O)(CCO)=O	G6	Formose
C(C(CC(C=O)N)(CCO)O)=O	G4	FormoseAmm
C(C(CC(C=O)O)(CCO)O)=O	G5	Formose
C(C(CC(C=O)O)C(CO)O)=O	G6	Formose
C(C(CC(C=O)O)O)(C(C)N)=O	G4	GlucoseAmm
C(C(CC(C=O)O)O)(CCO)=O	G5	Formose
C(C(CC(CC(CO)=O)N)O)=O	G4	GlucoseAmm
C(C(CC(CC(CO)N)O)=O)=O	G4	FormoseAmm
C(C(CC(CCCO)O)O)=O	G6	Formose
C(C(CC(CCCO)O)O)O	G6	Formose
C(C(CC(CCO)O)O)O	G5	Formose
C(C(CC(CN)(CN)O)N)=O	G4	FormoseAmm
C(C(CC(CN)(CO)N)N)=O	G4	FormoseAmm
C(C(CC(CN)(CO)O)N)=O	G4	FormoseAmm
C(C(CC(CN)N)N)=O	G4	FormoseAmm
C(C(CC(CN)N)O)=O	G4	GlucoseAmm
C(C(CC(CO)(CCO)O)=O)=O	G4	Formose
C(C(CC(CO)(CCO)O)O)=O	G5	Formose
C(C(CC(CO)(CCO)O)O)O	G6	Formose
C(C(CC(CO)(CO)CO)=O)=O	G5	Formose
C(C(CC(CO)(CO)N)N)=O	G4	FormoseAmm
C(C(CC(CO)(CO)O)N)=O	G4	FormoseAmm
C(C(CC(CO)C(C=O)O)N)=O	G4	FormoseAmm
C(C(CC(CO)C(C=O)O)O)=O	G6	Formose
C(C(CC(CO)C(CO)O)=O)=O	G5	Formose
C(C(CC(CO)CCO)O)=O	G6	Formose
C(C(CC(CO)N)N)=O	G4	FormoseAmm
C(C(CC(CO)N)O)=O	G4	FormoseAmm
C(C(CC(CO)O)(CC=O)O)=O	G4	Formose
C(C(CC(CO)O)C(C)O)=O	G6	Formose
C(C(CC(CO)O)C(CO)O)=O	G6	Formose
C(C(CC(CO)O)O)(CCO)=O	G6	Formose
C(C(CC(N)=O)O)(CCO)=O	G4	GlucoseAmm
C(C(CC)(C(C(C)O)O)O)=O	G6	Formose
C(C(CC)(C(C(CO)O)O)O)=O	G6	Formose
C(C(CC)(C(CCO)O)O)=O	G6	Formose
C(C(CC)(C(CO)(C)O)O)=O	G6	Formose
C(C(CC)(C(CO)(CO)O)O)=O	G6	Formose
C(C(CC)(C(CO)CO)O)=O	G6	Formose
C(C(CC)C(C(CO)O)O)=O	G6	Formose
C(C(CC)C(CO)(CO)O)=O	G6	Formose
C(C(CCC(C(CN)O)O)=O)=O	G4	FormoseAmm
C(C(CCC(C(CO)=O)O)N)=O	G4	GlucoseAmm
C(C(CCC(C(CO)N)O)=O)=O	G4	FormoseAmm
C(C(CCC(C(CO)O)N)=O)=O	G4	FormoseAmm
C(C(CCC(CO)(CN)O)=O)=O	G4	FormoseAmm
C(C(CCC(CO)(CO)N)=O)=O	G4	FormoseAmm
C(C(CCCO)C(CO)O)=O	G6	Formose
C(C(CCCO)O)(C(C)O)=O	G6	Formose
C(C(CCCO)O)(C(CO)O)=O	G6	Formose
C(C(CCCO)O)(CCO)=O	G6	Formose
C(C(CCN)(C(CCO)O)O)=O	G4	FormoseAmm
C(C(CCN)=O)(C(CO)CO)=O	G4	GlucoseAmm
C(C(CCN)N)(C(CO)N)=O	G4	GlucoseAmm
C(C(CCN)N)O	G4	FormoseAmm
C(C(CCN)NCCN)=O	G4	FormoseAmm
C(C(CCN)NCCO)=O	G4	FormoseAmm
C(C(CCN)O)(C(CN)N)=O	G4	GlucoseAmm
C(C(CCN)O)(C(CN)O)=O	G4	GlucoseAmm
C(C(CCN)O)(C(CO)N)=O	G4	GlucoseAmm
C(C(CCN)O)(C(CO)O)=O	G4	GlucoseAmm
C(C(CCNCCN)O)=O	G4	FormoseAmm
C(C(CCNCCO)N)=O	G4	FormoseAmm
C(C(CCO)(C(C(C)N)O)O)=O	G4	FormoseAmm
C(C(CCO)(C(C(C)O)O)O)=O	G5	Formose
C(C(CCO)(C(C(N)=C)O)O)=O	G4	FormoseAmm
C(C(CCO)(C(C)(CN)O)O)=O	G4	FormoseAmm
C(C(CCO)(C(C=C)O)O)=O	G5	Formose
C(C(CCO)(C(C=CN)O)O)=O	G4	FormoseAmm
C(C(CCO)(C(CC)O)O)=O	G6	Formose
C(C(CCO)(C(CCN)O)O)=O	G4	FormoseAmm
C(C(CCO)(C(CCO)O)O)O	G5	Formose
C(C(CCO)(C(CN)N)O)O	G4	GlucoseAmm
C(C(CCO)(C(CN)O)O)O	G4	GlucoseAmm
C(C(CCO)(C(CO)C)O)=O	G6	Formose
C(C(CCO)(C(CO)CO)O)=O	G5	Formose
C(C(CCO)(C(CO)CO)O)O	G5	Formose
C(C(CCO)(C(CO)N)O)=O	G4	FormoseAmm
C(C(CCO)(CC(C)O)O)=O	G5	Formose
C(C(CCO)(CC(CO)=O)O)=O	G4	Formose
C(C(CCO)(CC(CO)O)O)=O	G5	Formose
C(C(CCO)(CCCO)O)=O	G6	Formose
C(C(CCO)(CCCO)O)O	G6	Formose
C(C(CCO)(CCO)O)=O	G4	Formose
C(C(CCO)(CCO)O)O	G5	Formose
C(C(CCO)=O)(C(CO)CN)=O	G4	GlucoseAmm
C(C(CCO)=O)(CC(CN)O)=O	G4	GlucoseAmm
C(C(CCO)C(C(C)O)O)=O	G6	Formose
C(C(CCO)C(C(CN)=O)O)=O	G4	GlucoseAmm
C(C(CCO)C(C(CO)=O)N)=O	G4	GlucoseAmm
C(C(CCO)C(C(CO)O)O)=O	G5	Formose
C(C(CCO)C(C)(CO)O)=O	G6	Formose
C(C(CCO)C(CCO)O)=O	G6	Formose
C(C(CCO)C(CCO)O)O	G6	Formose
C(C(CCO)C(CO)(CO)O)=O	G5	Formose
C(C(CCO)C(CO)CO)=O	G6	Formose
C(C(CCO)C(CO)CO)O	G6	Formose
C(C(CCO)C(CO)O)=O	G5	Formose
C(C(CCO)CC(CO)O)=O	G6	Formose
C(C(CCO)CCO)O	G6	Formose
C(C(CCO)N)(C(C(C)=O)O)=O	G4	GlucoseAmm
C(C(CCO)N)(C(CN)N)=O	G4	GlucoseAmm
C(C(CCO)N)(C(CO)(C)O)=O	G4	GlucoseAmm
C(C(CCO)N)(C(CO)N)=O	G4	GlucoseAmm
C(C(CCO)N)(CC(CO)=O)=O	G4	GlucoseAmm
C(C(CCO)N)O	G4	FormoseAmm
C(C(CCO)NCCO)=O	G4	FormoseAmm
C(C(CCO)O)(C(C)O)=O	G5	Formose
C(C(CCO)O)(C(CCO)O)=O	G5	Formose
C(C(CCO)O)(C(CN)N)=O	G4	GlucoseAmm
C(C(CCO)O)(C(CO)(C)O)=O	G5	Formose
C(C(CCO)O)(C(CO)CO)=O	G5	Formose
C(C(CCO)O)(C(CO)N)=O	G4	GlucoseAmm
C(C(CCO)O)(CC(C)O)=O	G5	Formose
C(C(CCO)O)(CC(CO)O)=O	G5	Formose
C(C(CCO)O)(CCCO)=O	G6	Formose
C(C(CCO)O)=CCO	G6	Formose
C(C(CN)(C(C(C)=O)N)O)=O	G4	FormoseAmm
C(C(CN)(C(C(C)=O)O)O)=O	G3	FormoseAmm
C(C(CN)(C(C(C)N)O)O)=O	G4	FormoseAmm
C(C(CN)(C(C(C=C)=O)O)O)=O	G4	FormoseAmm
C(C(CN)(C(C(CN)N)O)O)=O	G4	FormoseAmm
C(C(CN)(C(C(CN)N)O)O)O	G4	FormoseAmm
C(C(CN)(C(C(CN)O)O)N)=O	G4	FormoseAmm
C(C(CN)(C(C(CN)O)O)N)O	G4	FormoseAmm
C(C(CN)(C(C(CN)O)O)O)=O	G3	FormoseAmm
C(C(CN)(C(C(CN)O)O)O)N	G4	FormoseAmm
C(C(CN)(C(C(CN)O)O)O)O	G4	FormoseAmm
C(C(CN)(C(C(CO)N)N)O)O	G4	FormoseAmm
C(C(CN)(C(C(CO)N)O)O)=O	G3	FormoseAmm
C(C(CN)(C(C(CO)O)O)N)O	G4	FormoseAmm
C(C(CN)(C(C(CO)O)O)O)=O	G3	FormoseAmm
C(C(CN)(C(C(CO)O)O)O)O	G3	FormoseAmm
C(C(CN)(C(C(N)=C)O)O)=O	G4	FormoseAmm
C(C(CN)(C(C)(CN)O)O)=O	G4	FormoseAmm
C(C(CN)(C(C)O)O)=O	G3	FormoseAmm
C(C(CN)(C(C=CN)O)O)=O	G4	FormoseAmm
C(C(CN)(C(C=O)O)O)=O	G3	FormoseAmm
C(C(CN)(C(CC(C)O)O)O)=O	G4	FormoseAmm
C(C(CN)(C(CC=O)N)N)=O	G4	FormoseAmm
C(C(CN)(C(CC=O)N)O)=O	G4	FormoseAmm
C(C(CN)(C(CCN)O)N)=O	G4	FormoseAmm
